transaction_id,user_id,product_id,transaction_date,quantity,price,subtotal,tax,shipping,discount,discount_code,total,payment_method,status,campaign_id,created_at
14,5,15,2024-11-03T00:00:00,1,151,319,25.52,0,0,,344.52,paypal,completed,,2024-11-03T00:00:00
14,5,43,2024-11-03T00:00:00,1,70,319,25.52,0,0,,344.52,paypal,completed,,2024-11-03T00:00:00
15,6,51,2022-11-20T00:00:00,1,109,109,8.72,0,0,,117.72,google_pay,completed,110,2022-11-20T00:00:00
16,9,54,2024-12-24T00:00:00,1,31,31,2.48,8.0,0,,41.48,credit_card,cancelled,,2024-12-24T00:00:00
17,9,7,2024-12-30T00:00:00,1,708,953,76.24,0,0,,1029.24,credit_card,completed,,2024-12-30T00:00:00
17,9,11,2024-12-30T00:00:00,1,245,953,76.24,0,0,,1029.24,credit_card,completed,,2024-12-30T00:00:00
18,9,12,2024-12-09T00:00:00,1,1006,1006,80.48,0,0,,1086.48,apple_pay,completed,,2024-12-09T00:00:00
19,10,18,2022-10-07T00:00:00,1,86,172,13.76,0,0,,185.76,debit_card,cancelled,,2022-10-07T00:00:00
19,10,18,2022-10-07T00:00:00,1,86,172,13.76,0,0,,185.76,debit_card,cancelled,,2022-10-07T00:00:00
20,10,11,2021-08-04T00:00:00,1,245,245,19.6,0,0,,264.6,credit_card,completed,,2021-08-04T00:00:00
21,10,27,2023-05-15T00:00:00,1,154,925,74.0,0,0,,999.0,apple_pay,completed,,2023-05-15T00:00:00
21,10,44,2023-05-15T00:00:00,1,430,925,74.0,0,0,,999.0,apple_pay,completed,,2023-05-15T00:00:00
21,10,13,2023-05-15T00:00:00,1,341,925,74.0,0,0,,999.0,apple_pay,completed,,2023-05-15T00:00:00
22,10,64,2023-09-01T00:00:00,1,45,73,5.84,0,0,,78.84,google_pay,completed,,2023-09-01T00:00:00
22,10,60,2023-09-01T00:00:00,1,28,73,5.84,0,0,,78.84,google_pay,completed,,2023-09-01T00:00:00
23,10,12,2024-06-21T00:00:00,1,1006,1006,80.48,0,201.51,FLASH20,884.97,paypal,completed,,2024-06-21T00:00:00
24,10,13,2024-06-08T00:00:00,1,341,341,27.28,0,0,,368.28,credit_card,completed,,2024-06-08T00:00:00
25,10,11,2021-09-28T00:00:00,1,245,245,19.6,0,43.73,FLASH20,220.87000000000003,apple_pay,completed,143,2021-09-28T00:00:00
26,10,22,2022-02-11T00:00:00,1,127,127,10.16,0,0,,137.16,paypal,completed,,2022-02-11T00:00:00
27,10,22,2024-06-30T00:00:00,1,127,127,10.16,0,0,,137.16,debit_card,completed,,2024-06-30T00:00:00
28,10,44,2024-10-03T00:00:00,1,430,430,34.4,0,0,,464.4,google_pay,completed,,2024-10-03T00:00:00
29,10,19,2023-09-25T00:00:00,1,118,118,9.44,0,0,,127.44,debit_card,completed,,2023-09-25T00:00:00
30,10,4,2023-08-25T00:00:00,1,1097,1097,87.76,0,0,,1184.76,credit_card,completed,,2023-08-25T00:00:00
31,10,56,2024-11-29T00:00:00,1,15,15,1.2,8.0,0,,24.2,google_pay,completed,,2024-11-29T00:00:00
32,10,9,2024-05-16T00:00:00,1,201,201,16.08,0,0,,217.07999999999998,apple_pay,completed,,2024-05-16T00:00:00
33,11,48,2024-03-22T00:00:00,1,406,1744,139.52,0,150.45,FLASH20,1733.07,paypal,completed,503,2024-03-22T00:00:00
33,11,40,2024-03-22T00:00:00,1,313,1744,139.52,0,150.45,FLASH20,1733.07,paypal,completed,503,2024-03-22T00:00:00
33,11,2,2024-03-22T00:00:00,1,670,1744,139.52,0,150.45,FLASH20,1733.07,paypal,completed,503,2024-03-22T00:00:00
33,11,46,2024-03-22T00:00:00,1,283,1744,139.52,0,150.45,FLASH20,1733.07,paypal,completed,503,2024-03-22T00:00:00
33,11,49,2024-03-22T00:00:00,1,72,1744,139.52,0,150.45,FLASH20,1733.07,paypal,completed,503,2024-03-22T00:00:00
34,11,53,2024-05-27T00:00:00,1,30,30,2.4,8.0,0,,40.4,,completed,,2024-05-27T00:00:00
35,11,44,2024-10-27T00:00:00,1,430,430,34.4,0,0,,464.4,debit_card,completed,786,2024-10-27T00:00:00
36,11,50,2024-03-23T00:00:00,1,165,448,35.84,0,0,,483.84000000000003,debit_card,completed,,2024-03-23T00:00:00
36,11,46,2024-03-23T00:00:00,1,283,448,35.84,0,0,,483.84000000000003,debit_card,completed,,2024-03-23T00:00:00
37,13,51,2024-09-09T00:00:00,1,109,109,8.72,0,0,,117.72,paypal,completed,,2024-09-09T00:00:00
38,14,5,2023-09-20T00:00:00,1,389,389,31.12,0,0,,420.12,google_pay,completed,75,2023-09-20T00:00:00
39,14,6,2024-11-16T00:00:00,1,1306,1885,150.8,0,0,,2035.8,debit_card,completed,374,2024-11-16T00:00:00
39,14,18,2024-11-16T00:00:00,1,86,1885,150.8,0,0,,2035.8,debit_card,completed,374,2024-11-16T00:00:00
39,14,50,2024-11-16T00:00:00,1,165,1885,150.8,0,0,,2035.8,debit_card,completed,374,2024-11-16T00:00:00
39,14,31,2024-11-16T00:00:00,1,70,1885,150.8,0,0,,2035.8,debit_card,completed,374,2024-11-16T00:00:00
39,14,39,2024-11-16T00:00:00,1,258,1885,150.8,0,0,,2035.8,debit_card,completed,374,2024-11-16T00:00:00
40,15,24,2020-12-03T00:00:00,1,200,200,16.0,0,0,,216.0,google_pay,completed,912,2020-12-03T00:00:00
41,17,53,2022-11-28T00:00:00,1,30,30,2.4,8.0,0,,40.4,apple_pay,completed,,2022-11-28T00:00:00
42,17,12,2022-07-31T00:00:00,1,1006,1006,80.48,0,0,,1086.48,paypal,completed,,2022-07-31T00:00:00
43,17,54,2021-09-17T00:00:00,1,31,91,7.28,0,0,,98.28,debit_card,completed,1156,2021-09-17T00:00:00
43,17,63,2021-09-17T00:00:00,1,25,91,7.28,0,0,,98.28,debit_card,completed,1156,2021-09-17T00:00:00
43,17,56,2021-09-17T00:00:00,1,15,91,7.28,0,0,,98.28,debit_card,completed,1156,2021-09-17T00:00:00
43,17,57,2021-09-17T00:00:00,1,20,91,7.28,0,0,,98.28,debit_card,completed,1156,2021-09-17T00:00:00
44,17,11,2023-04-28T00:00:00,1,245,1264,101.12,0,0,,1365.12,apple_pay,completed,,2023-04-28T00:00:00
44,17,14,2023-04-28T00:00:00,1,1019,1264,101.12,0,0,,1365.12,apple_pay,completed,,2023-04-28T00:00:00
45,17,34,2023-03-26T00:00:00,1,66,319,25.52,0,0,,344.52,paypal,completed,,2023-03-26T00:00:00
45,17,33,2023-03-26T00:00:00,1,253,319,25.52,0,0,,344.52,paypal,completed,,2023-03-26T00:00:00
46,17,62,2024-11-15T00:00:00,1,18,115,9.2,0,0,,124.2,credit_card,completed,371,2024-11-15T00:00:00
46,17,53,2024-11-15T00:00:00,1,30,115,9.2,0,0,,124.2,credit_card,completed,371,2024-11-15T00:00:00
46,17,57,2024-11-15T00:00:00,1,20,115,9.2,0,0,,124.2,credit_card,completed,371,2024-11-15T00:00:00
46,17,58,2024-11-15T00:00:00,1,47,115,9.2,0,0,,124.2,credit_card,completed,371,2024-11-15T00:00:00
47,17,53,2022-01-02T00:00:00,1,30,30,2.4,8.0,0,,40.4,paypal,completed,,2022-01-02T00:00:00
48,17,35,2024-04-21T00:00:00,1,118,118,9.44,0,0,,127.44,google_pay,completed,,2024-04-21T00:00:00
49,17,59,2023-02-28T00:00:00,1,50,50,4.0,8.0,0,,62.0,debit_card,completed,,2023-02-28T00:00:00
50,17,41,2022-05-25T00:00:00,1,-268,1120,89.6,0,0,,1209.6,credit_card,completed,1167,2022-05-25T00:00:00
50,17,29,2022-05-25T00:00:00,1,174,1120,89.6,0,0,,1209.6,credit_card,completed,1167,2022-05-25T00:00:00
50,17,42,2022-05-25T00:00:00,1,264,1120,89.6,0,0,,1209.6,credit_card,completed,1167,2022-05-25T00:00:00
50,17,47,2022-05-25T00:00:00,1,252,1120,89.6,0,0,,1209.6,credit_card,completed,1167,2022-05-25T00:00:00
50,17,44,2022-05-25T00:00:00,1,430,1120,89.6,0,0,,1209.6,credit_card,completed,1167,2022-05-25T00:00:00
1,17,39,2022-06-21T00:00:00,1,258,406,32.48,0,0,,438.48,credit_card,completed,1105,2022-06-21T00:00:00
1,17,37,2022-06-21T00:00:00,1,148,406,32.48,0,0,,438.48,credit_card,completed,1105,2022-06-21T00:00:00
52,17,10,2023-10-23T00:00:00,1,1377,1377,110.16,0,0,,1487.16,google_pay,completed,,2023-10-23T00:00:00
1,17,2,2021-04-10T00:00:00,1,670,1340,107.2,0,0,,1447.2,credit_card,completed,1180,2021-04-10T00:00:00
1,17,2,2021-04-10T00:00:00,1,670,1340,107.2,0,0,,1447.2,credit_card,completed,1180,2021-04-10T00:00:00
54,17,57,2021-08-01T00:00:00,1,20,20,1.6,8.0,0,,29.6,apple_pay,completed,,2021-08-01T00:00:00
55,18,10,2020-12-18T00:00:00,1,1377,1463,117.04,0,0,,1580.04,google_pay,completed,,2020-12-18T00:00:00
55,18,18,2020-12-18T00:00:00,1,86,1463,117.04,0,0,,1580.04,google_pay,completed,,2020-12-18T00:00:00
56,18,14,2023-09-13T00:00:00,1,1019,1609,128.72,0,0,,1737.72,google_pay,completed,,2023-09-13T00:00:00
56,18,9,2023-09-13T00:00:00,1,201,1609,128.72,0,0,,1737.72,google_pay,completed,,2023-09-13T00:00:00
56,18,5,2023-09-13T00:00:00,1,389,1609,128.72,0,0,,1737.72,google_pay,completed,,2023-09-13T00:00:00
57,18,7,2021-08-29T00:00:00,1,708,708,56.64,0,0,,764.64,google_pay,completed,,2021-08-29T00:00:00
58,18,63,2022-08-24T00:00:00,1,25,98,7.84,0,0,,105.84,apple_pay,completed,,2022-08-24T00:00:00
58,18,53,2022-08-24T00:00:00,1,30,98,7.84,0,0,,105.84,apple_pay,completed,,2022-08-24T00:00:00
58,18,60,2022-08-24T00:00:00,1,28,98,7.84,0,0,,105.84,apple_pay,completed,,2022-08-24T00:00:00
58,18,56,2022-08-24T00:00:00,1,15,98,7.84,0,0,,105.84,apple_pay,completed,,2022-08-24T00:00:00
59,18,16,2024-07-28T00:00:00,1,113,366,29.28,0,0,,395.28,apple_pay,completed,,2024-07-28T00:00:00
59,18,17,2024-07-28T00:00:00,1,53,366,29.28,0,0,,395.28,apple_pay,completed,,2024-07-28T00:00:00
59,18,24,2024-07-28T00:00:00,1,200,366,29.28,0,0,,395.28,apple_pay,completed,,2024-07-28T00:00:00
60,20,9,2022-12-22T00:00:00,1,201,1125,90.0,0,0,,1215.0,debit_card,completed,118,2022-12-22T00:00:00
60,20,8,2022-12-22T00:00:00,1,924,1125,90.0,0,0,,1215.0,debit_card,completed,118,2022-12-22T00:00:00
61,20,51,2024-05-02T00:00:00,1,109,109,8.72,0,0,,117.72,paypal,completed,,2024-05-02T00:00:00
62,20,2,2023-03-12T00:00:00,1,670,670,53.6,0,0,,723.6,debit_card,completed,,2023-03-12T00:00:00
63,21,48,2023-02-11T00:00:00,1,406,515,41.2,0,0,,556.2,apple_pay,completed,1275,2023-02-11T00:00:00
63,21,51,2023-02-11T00:00:00,1,109,515,41.2,0,0,,556.2,apple_pay,completed,1275,2023-02-11T00:00:00
64,21,46,2024-11-25T00:00:00,1,283,283,22.64,0,0,,305.64,google_pay,completed,,2024-11-25T00:00:00
65,22,43,2024-01-13T00:00:00,1,70,142,11.36,0,0,,153.36,credit_card,completed,,2024-01-13T00:00:00
65,22,49,2024-01-13T00:00:00,1,72,142,11.36,0,0,,153.36,credit_card,completed,,2024-01-13T00:00:00
66,22,4,2024-04-20T00:00:00,1,1097,1097,87.76,0,0,,1184.76,apple_pay,completed,,2024-04-20T00:00:00
67,24,50,2024-08-01T00:00:00,1,165,235,18.8,0,0,,253.8,paypal,completed,,2024-08-01T00:00:00
67,24,43,2024-08-01T00:00:00,1,70,235,18.8,0,0,,253.8,paypal,completed,,2024-08-01T00:00:00
68,24,61,2022-08-22T00:00:00,1,49,79,6.32,0,0,,85.32,credit_card,cancelled,,2022-08-22T00:00:00
68,24,53,2022-08-22T00:00:00,1,30,79,6.32,0,0,,85.32,credit_card,cancelled,,2022-08-22T00:00:00
69,24,40,2022-03-07T00:00:00,1,313,313,25.04,0,0,,338.04,paypal,completed,,2022-03-07T00:00:00
70,26,26,2023-09-16T00:00:00,1,35,35,2.8,8.0,0,,45.8,credit_card,completed,,2023-09-16T00:00:00
1,26,63,2023-01-07T00:00:00,1,25,71,5.68,0,0,,76.68,paypal,completed,,2023-01-07T00:00:00
1,26,56,2023-01-07T00:00:00,1,15,71,5.68,0,0,,76.68,paypal,completed,,2023-01-07T00:00:00
1,26,54,2023-01-07T00:00:00,1,31,71,5.68,0,0,,76.68,paypal,completed,,2023-01-07T00:00:00
72,27,1,2024-12-07T00:00:00,1,132,132,10.56,0,0,,142.56,credit_card,completed,,2024-12-07T00:00:00
73,27,61,2024-12-08T00:00:00,1,49,49,3.92,8.0,0,,60.92,debit_card,completed,207,2024-12-08T00:00:00
74,27,60,2024-12-01T00:00:00,1,28,28,2.24,8.0,0,,38.24,apple_pay,completed,,2024-12-01T00:00:00
75,27,9,2024-12-03T00:00:00,1,201,201,16.08,0,0,,217.07999999999998,credit_card,completed,,2024-12-03T00:00:00
76,27,1,2024-11-30T00:00:00,1,132,1438,115.04,0,109.43,FLASH20,1443.61,debit_card,completed,,2024-11-30T00:00:00
76,27,6,2024-11-30T00:00:00,1,1306,1438,115.04,0,109.43,FLASH20,1443.61,debit_card,completed,,2024-11-30T00:00:00
77,27,34,2024-12-18T00:00:00,1,66,66,5.28,0,0,,71.28,google_pay,completed,1507,2024-12-18T00:00:00
78,27,42,2024-12-05T00:00:00,1,264,264,21.12,0,50.68,SAVE10,234.44,paypal,completed,1056,2024-12-05T00:00:00
79,27,60,2024-12-06T00:00:00,1,28,400,32.0,0,0,,432.0,google_pay,completed,,2024-12-06T00:00:00
79,27,31,2024-12-06T00:00:00,1,70,400,32.0,0,0,,432.0,google_pay,completed,,2024-12-06T00:00:00
79,27,61,2024-12-06T00:00:00,1,49,400,32.0,0,0,,432.0,google_pay,completed,,2024-12-06T00:00:00
79,27,33,2024-12-06T00:00:00,1,253,400,32.0,0,0,,432.0,google_pay,completed,,2024-12-06T00:00:00
80,27,50,2024-12-31T00:00:00,1,165,977,78.16,0,0,,1055.16,google_pay,refunded,,2024-12-31T00:00:00
80,27,48,2024-12-31T00:00:00,1,406,977,78.16,0,0,,1055.16,google_pay,refunded,,2024-12-31T00:00:00
80,27,48,2024-12-31T00:00:00,1,406,977,78.16,0,0,,1055.16,google_pay,refunded,,2024-12-31T00:00:00
81,27,60,2024-12-19T00:00:00,1,28,53,4.24,0,0,,-57.24,debit_card,completed,,2024-12-19T00:00:00
81,27,63,2024-12-19T00:00:00,1,25,53,4.24,0,0,,-57.24,debit_card,completed,,2024-12-19T00:00:00
82,27,52,2024-12-04T00:00:00,1,10,27,2.16,8.0,0,,37.16,apple_pay,completed,183,2024-12-04T00:00:00
82,27,55,2024-12-04T00:00:00,1,17,27,2.16,8.0,0,,37.16,apple_pay,completed,183,2024-12-04T00:00:00
83,27,50,2024-12-28T00:00:00,1,165,237,18.96,0,0,,255.96,apple_pay,completed,771,2024-12-28T00:00:00
83,27,49,2024-12-28T00:00:00,1,72,237,18.96,0,0,,255.96,apple_pay,completed,771,2024-12-28T00:00:00
84,27,23,2024-11-29T00:00:00,1,149,149,11.92,0,0,,160.92,google_pay,completed,,2024-11-29T00:00:00
85,28,38,2022-12-22T00:00:00,1,180,180,14.4,0,0,,194.4,paypal,completed,,2022-12-22T00:00:00
86,28,54,2024-02-06T00:00:00,1,31,393,31.44,0,21.93,FLASH20,402.51,debit_card,completed,,2024-02-06T00:00:00
86,28,40,2024-02-06T00:00:00,1,313,393,31.44,0,21.93,FLASH20,402.51,debit_card,completed,,2024-02-06T00:00:00
86,28,61,2024-02-06T00:00:00,1,49,393,31.44,0,21.93,FLASH20,402.51,debit_card,completed,,2024-02-06T00:00:00
87,28,57,2024-07-28T00:00:00,1,20,45,3.6,8.0,4.32,SAVE10,52.28,paypal,completed,,2024-07-28T00:00:00
87,28,63,2024-07-28T00:00:00,1,25,45,3.6,8.0,4.32,SAVE10,52.28,paypal,completed,,2024-07-28T00:00:00
88,28,12,2024-11-17T00:00:00,1,1006,1138,91.04,0,160.55,WELCOME,1068.49,debit_card,completed,,2024-11-17T00:00:00
88,28,1,2024-11-17T00:00:00,1,132,1138,91.04,0,160.55,WELCOME,1068.49,debit_card,completed,,2024-11-17T00:00:00
89,28,59,2024-10-14T00:00:00,1,50,1056,84.48,0,0,,1140.48,google_pay,cancelled,,2024-10-14T00:00:00
89,28,12,2024-10-14T00:00:00,1,1006,1056,84.48,0,0,,1140.48,google_pay,cancelled,,2024-10-14T00:00:00
90,28,54,2022-06-26T00:00:00,1,31,48,3.84,8.0,0,,59.84,apple_pay,completed,228,2022-06-26T00:00:00
90,28,55,2022-06-26T00:00:00,1,17,48,3.84,8.0,0,,59.84,apple_pay,completed,228,2022-06-26T00:00:00
91,28,3,2023-02-03T00:00:00,1,601,1941,155.28,0,0,,2096.28,apple_pay,completed,,2023-02-03T00:00:00
91,28,1,2023-02-03T00:00:00,1,132,1941,155.28,0,0,,2096.28,apple_pay,completed,,2023-02-03T00:00:00
91,28,48,2023-02-03T00:00:00,1,406,1941,155.28,0,0,,2096.28,apple_pay,completed,,2023-02-03T00:00:00
91,28,2,2023-02-03T00:00:00,1,670,1941,155.28,0,0,,2096.28,apple_pay,completed,,2023-02-03T00:00:00
91,28,1,2023-02-03T00:00:00,1,132,1941,155.28,0,0,,2096.28,apple_pay,completed,,2023-02-03T00:00:00
92,28,40,2023-03-12T00:00:00,1,313,596,47.68,0,0,,643.68,google_pay,completed,,2023-03-12T00:00:00
92,28,46,2023-03-12T00:00:00,1,283,596,47.68,0,0,,643.68,google_pay,completed,,2023-03-12T00:00:00
93,28,27,2024-02-03T00:00:00,1,154,272,21.76,0,0,,293.76,paypal,completed,,2024-02-03T00:00:00
93,28,35,2024-02-03T00:00:00,1,118,272,21.76,0,0,,293.76,paypal,completed,,2024-02-03T00:00:00
94,28,42,2022-08-10T00:00:00,1,264,373,29.84,0,22.75,VIP15,380.09,paypal,completed,,2022-08-10T00:00:00
94,28,51,2022-08-10T00:00:00,1,109,373,29.84,0,22.75,VIP15,380.09,paypal,completed,,2022-08-10T00:00:00
95,28,47,2024-01-28T00:00:00,1,252,370,29.6,0,55.66,FLASH20,343.94000000000005,debit_card,completed,,2024-01-28T00:00:00
95,28,35,2024-01-28T00:00:00,1,118,370,29.6,0,55.66,FLASH20,343.94000000000005,debit_card,completed,,2024-01-28T00:00:00
96,28,38,2024-07-06T00:00:00,1,180,180,14.4,0,0,,194.4,apple_pay,completed,950,2024-07-06T00:00:00
97,29,38,2024-12-20T00:00:00,1,180,364,29.12,0,0,,393.12,google_pay,completed,1507,2024-12-20T00:00:00
97,29,35,2024-12-20T00:00:00,1,118,364,29.12,0,0,,393.12,google_pay,completed,1507,2024-12-20T00:00:00
97,29,34,2024-12-20T00:00:00,1,66,364,29.12,0,0,,393.12,google_pay,completed,1507,2024-12-20T00:00:00
98,30,34,2022-04-06T00:00:00,1,66,66,5.28,0,0,,71.28,apple_pay,completed,,2022-04-06T00:00:00
99,30,49,2022-12-25T00:00:00,1,72,385,30.8,0,0,,415.8,debit_card,completed,1446,2022-12-25T00:00:00
99,30,40,2022-12-25T00:00:00,1,313,385,30.8,0,0,,415.8,debit_card,completed,1446,2022-12-25T00:00:00
100,31,3,2023-11-12T00:00:00,1,601,1202,96.16,0,0,,1298.16,google_pay,completed,491,2023-11-12T00:00:00
100,31,3,2023-11-12T00:00:00,1,601,1202,96.16,0,0,,1298.16,google_pay,completed,491,2023-11-12T00:00:00
101,31,15,2023-03-22T00:00:00,1,151,278,22.24,0,0,,300.24,,completed,,2023-03-22T00:00:00
101,31,22,2023-03-22T00:00:00,1,127,278,22.24,0,0,,300.24,,completed,,2023-03-22T00:00:00
102,31,10,2024-09-30T00:00:00,1,1377,1509,120.72,0,0,,1629.72,credit_card,cancelled,404,2024-09-30T00:00:00
102,31,1,2024-09-30T00:00:00,1,132,1509,120.72,0,0,,1629.72,credit_card,cancelled,404,2024-09-30T00:00:00
103,31,38,2024-03-04T00:00:00,1,180,396,31.68,0,0,,427.68,apple_pay,completed,,2024-03-04T00:00:00
103,31,35,2024-03-04T00:00:00,1,118,396,31.68,0,0,,427.68,apple_pay,completed,,2024-03-04T00:00:00
103,31,28,2024-03-04T00:00:00,1,98,396,31.68,0,0,,427.68,apple_pay,completed,,2024-03-04T00:00:00
104,32,37,2024-10-14T00:00:00,1,148,1774,141.92,0,0,,1915.92,paypal,cancelled,,2024-10-14T00:00:00
104,32,8,2024-10-14T00:00:00,1,924,1774,141.92,0,0,,1915.92,paypal,cancelled,,2024-10-14T00:00:00
104,32,38,2024-10-14T00:00:00,1,180,1774,141.92,0,0,,1915.92,paypal,cancelled,,2024-10-14T00:00:00
104,32,32,2024-10-14T00:00:00,1,261,1774,141.92,0,0,,1915.92,paypal,cancelled,,2024-10-14T00:00:00
104,32,32,2024-10-14T00:00:00,1,261,1774,141.92,0,0,,1915.92,paypal,cancelled,,2024-10-14T00:00:00
105,32,33,2022-11-03T00:00:00,1,253,506,40.48,0,0,,546.48,google_pay,completed,,2022-11-03T00:00:00
105,32,33,2022-11-03T00:00:00,1,253,506,40.48,0,0,,546.48,google_pay,completed,,2022-11-03T00:00:00
2,32,1,2024-07-06T00:00:00,1,132,802,64.16,0,0,,866.16,apple_pay,completed,,2024-07-06T00:00:00
2,32,2,2024-07-06T00:00:00,1,670,802,64.16,0,0,,866.16,apple_pay,completed,,2024-07-06T00:00:00
107,32,36,2022-10-20T00:00:00,1,31,179,14.32,0,0,,193.32,apple_pay,completed,349,2022-10-20T00:00:00
107,32,37,2022-10-20T00:00:00,1,148,179,14.32,0,0,,193.32,apple_pay,completed,349,2022-10-20T00:00:00
108,32,36,2023-08-09T00:00:00,1,31,31,2.48,8.0,0,,41.48,paypal,completed,,2023-08-09T00:00:00
109,33,47,2024-02-15T00:00:00,1,252,252,20.16,0,0,,272.16,paypal,completed,,2024-02-15T00:00:00
110,33,11,2023-06-20T00:00:00,1,245,1416,113.28,0,0,,1529.28,paypal,completed,1466,2023-06-20T00:00:00
110,33,12,2023-06-20T00:00:00,1,1006,1416,113.28,0,0,,1529.28,paypal,completed,1466,2023-06-20T00:00:00
110,33,50,2023-06-20T00:00:00,1,165,1416,113.28,0,0,,1529.28,paypal,completed,1466,2023-06-20T00:00:00
111,33,48,2021-02-14T00:00:00,1,406,406,32.48,0,0,,438.48,debit_card,completed,,2021-02-14T00:00:00
112,34,57,2024-12-17T00:00:00,1,20,20,1.6,8.0,0,,29.6,credit_card,completed,1489,2024-12-17T00:00:00
113,35,52,2024-11-26T00:00:00,1,10,10,0.8,8.0,0,,18.8,debit_card,completed,,2024-11-26T00:00:00
114,35,46,2024-03-20T00:00:00,1,283,547,43.76,0,0,,-590.76,apple_pay,completed,,2024-03-20T00:00:00
114,35,42,2024-03-20T00:00:00,1,264,547,43.76,0,0,,-590.76,apple_pay,completed,,2024-03-20T00:00:00
115,35,52,2024-10-06T00:00:00,1,10,10,0.8,8.0,0,,18.8,apple_pay,completed,,2024-10-06T00:00:00
116,35,23,2024-09-07T00:00:00,1,149,149,11.92,0,0,,160.92,paypal,completed,,2024-09-07T00:00:00
117,35,11,2024-02-06T00:00:00,1,245,953,76.24,0,0,,1029.24,apple_pay,cancelled,,2024-02-06T00:00:00
117,35,7,2024-02-06T00:00:00,1,708,953,76.24,0,0,,1029.24,apple_pay,cancelled,,2024-02-06T00:00:00
