campaign_id,campaign_name,campaign_type,platform,product_id,start_date,end_date,budget,actual_spend,impressions,clicks,created_at
31,Search - Instagram - Sep2022,Search,Instagram,40,2022-09-17,2022-11-17,7854,9069.56,607364,30218,2022-09-12T00:00:00
32,Display - Twitter - Jul2023,Display,Twitter,27,2023-07-25,2023-09-01,29697,26330.62,10971401,583931,2023-07-19T00:00:00
33,Display - Twitter - Jul2023,Display,Twitter,3,2023-07-25,2023-09-01,29697,26330.62,10971401,583931,2023-07-14T00:00:00
34,Search - TikTok - Aug2023,Search,TikTok,53,2023-08-23,2023-11-02,12754,13751.63,1291137,34389,2023-08-12T00:00:00
35,Search - TikTok - Aug2023,Search,TikTok,46,2023-08-23,2023-11-02,12754,13751.63,1291137,34389,2023-08-16T00:00:00
36,Search - TikTok - Aug2023,Search,TikTok,38,2023-08-23,2023-11-02,12754,13751.63,1291137,34389,2023-08-09T00:00:00
37,Search - TikTok - Aug2023,Search,TikTok,44,2023-08-23,2023-11-02,12754,13751.63,1291137,34389,2023-08-17T00:00:00
38,Search - TikTok - Aug2023,Search,TikTok,51,2023-08-23,2023-11-02,12754,13751.63,1291137,34389,2023-08-13T00:00:00
39,Search - Google - Aug2022,Search,Google,6,2022-08-05,2022-09-11,95145,97140.17,26198393,1193565,2022-08-04T00:00:00
40,Search - Google - Aug2022,Search,Google,53,2022-08-05,2022-09-11,95145,97140.17,26198393,1193565,2022-07-26T00:00:00
41,Search - Google - Aug2022,Search,Google,52,2022-08-05,2022-09-11,95145,97140.17,26198393,1193565,2022-07-23T00:00:00
42,Search - Google - Aug2022,Search,Google,25,2022-08-05,2022-09-11,95145,97140.17,26198393,1193565,2022-07-25T00:00:00
43,Search - Google - Aug2022,Search,Google,44,2022-08-05,2022-09-11,95145,97140.17,26198393,1193565,2022-07-30T00:00:00
44,Email - LinkedIn - Jan2020,Email,LinkedIn,27,2020-01-02,2020-03-01,1350,1223.09,393248,11521,2019-12-19T00:00:00
45,Email - LinkedIn - Jan2020,Email,LinkedIn,36,2020-01-02,2020-03-01,1350,1223.09,393248,11521,2019-12-28T00:00:00
46,Email - LinkedIn - Jan2020,Email,LinkedIn,62,2020-01-02,2020-03-01,1350,1223.09,393248,11521,2019-12-29T00:00:00
47,Email - LinkedIn - Jan2020,Email,LinkedIn,28,2020-01-02,2020-03-01,1350,1223.09,393248,11521,2019-12-24T00:00:00
48,Email - LinkedIn - Jan2020,Email,LinkedIn,63,2020-01-02,2020-03-01,1350,1223.09,393248,11521,2019-12-21T00:00:00
49,Display - TikTok - Sep2024,Display,TikTok,30,2024-09-24,2024-11-29,14325,16157.06,4035549,186818,2024-09-10T00:00:00
50,Display - TikTok - Sep2024,Display,TikTok,26,2024-09-24,2024-11-29,14325,16157.06,4035549,186818,2024-09-15T00:00:00
51,Display - TikTok - Sep2024,Display,TikTok,56,2024-09-24,2024-11-29,14325,16157.06,4035549,186818,2024-09-18T00:00:00
52,Display - TikTok - Sep2024,Display,TikTok,16,2024-09-24,2024-11-29,14325,16157.06,4035549,186818,2024-09-13T00:00:00
53,Display - TikTok - Sep2024,Display,TikTok,36,2024-09-24,2024-11-29,14325,16157.06,4035549,186818,2024-09-12T00:00:00
54,Search - Twitter - Dec2020,Search,Twitter,37,2020-12-04,2021-02-23,86320,71436.41,5568628,302621,2020-11-29T00:00:00
55,Search - Twitter - Dec2020,Search,Twitter,54,2020-12-04,2021-02-23,86320,71436.41,5568628,302621,2020-12-01T00:00:00
56,Search - Twitter - Dec2020,Search,Twitter,39,2020-12-04,2021-02-23,86320,71436.41,5568628,302621,2020-11-22T00:00:00
57,Search - Twitter - Dec2020,Search,Twitter,19,2020-12-04,2021-02-23,86320,71436.41,5568628,302621,2020-12-02T00:00:00
58,Search - Twitter - Dec2020,Search,Twitter,7,2020-12-04,2021-02-23,86320,71436.41,5568628,302621,2020-12-03T00:00:00
59,Video - Twitter - Dec2020,Video,Twitter,51,2020-12-30,2021-03-14,92207,75622.33,9310870,215578,2020-12-24T00:00:00
60,Video - Twitter - Dec2020,Video,Twitter,28,2020-12-30,2021-03-14,92207,75622.33,9310870,215578,2020-12-16T00:00:00
61,Video - Twitter - Dec2020,Video,Twitter,16,2020-12-30,2021-03-14,92207,75622.33,9310870,215578,2020-12-22T00:00:00
62,Video - Twitter - Dec2020,Video,Twitter,35,2020-12-30,2021-03-14,92207,75622.33,9310870,215578,2020-12-22T00:00:00
63,Display - Facebook - Nov2022,Display,Facebook,47,2022-11-12,2022-12-17,22935,26985.23,1952281,84822,2022-11-05T00:00:00
64,Display - Facebook - Nov2022,Display,Facebook,44,2022-11-12,2022-12-17,22935,26985.23,1952281,84822,2022-11-06T00:00:00
65,Display - Facebook - Nov2022,Display,Facebook,15,2022-11-12,2022-12-17,22935,26985.23,1952281,84822,2022-11-10T00:00:00
66,Display - Facebook - Feb2022,Display,Facebook,37,2022-02-01,2022-04-27,15219,14394.41,5376318,10752636,2022-01-22T00:00:00
67,Display - Facebook - Feb2022,Display,Facebook,52,2022-02-01,2022-04-27,15219,14394.41,5376318,10752636,2022-01-24T00:00:00
68,Video - Instagram - Sep2023,Video,Instagram,15,2023-09-02,2023-09-17,60000,60260.34,21734121,1293151,2023-08-21T00:00:00
69,Video - Twitter - Nov2023,Video,Twitter,4,2023-11-22,2024-02-04,52142,38817.53,8005741,371903,2023-11-14T00:00:00
70,Video - Twitter - Nov2023,Video,Twitter,9,2023-11-22,2024-02-04,52142,38817.53,8005741,371903,2023-11-21T00:00:00
71,Video - Twitter - Nov2023,Video,Twitter,59,2023-11-22,2024-02-04,52142,38817.53,8005741,371903,2023-11-11T00:00:00
72,Video - Facebook - Jul2023,Video,Facebook,40,2023-07-22,2023-10-02,112816,,6948437,71560,2023-07-13T00:00:00
73,Social Media - LinkedIn - Aug2023,Social Media,LinkedIn,42,2023-08-11,2023-10-23,24792,22618.57,5316789,374576,2023-08-07T00:00:00
74,Social Media - LinkedIn - Aug2023,Social Media,LinkedIn,22,2023-08-11,2023-10-23,24792,22618.57,5316789,374576,2023-08-04T00:00:00
75,Social Media - LinkedIn - Aug2023,Social Media,LinkedIn,5,2023-08-11,2023-10-23,24792,22618.57,5316789,374576,2023-07-30T00:00:00
76,Video - LinkedIn - Dec2021,Video,LinkedIn,33,2021-12-05,2021-12-15,127494,126427.34,27512580,396852,2021-12-01T00:00:00
77,Video - LinkedIn - Dec2021,Video,LinkedIn,2,2021-12-05,2021-12-15,127494,126427.34,27512580,396852,2021-11-27T00:00:00
78,Video - LinkedIn - Dec2021,Video,LinkedIn,47,2021-12-05,2021-12-15,127494,126427.34,27512580,396852,2021-11-29T00:00:00
79,Video - LinkedIn - Dec2021,Video,LinkedIn,59,2021-12-05,2021-12-15,127494,126427.34,27512580,396852,2021-12-02T00:00:00
80,Display - Google - Sep2020,Display,Google,23,2020-09-21,2020-09-29,14673,12090.47,5413160,233049,2020-09-14T00:00:00
81,Display - Google - Sep2020,Display,Google,12,2020-09-21,2020-09-29,14673,12090.47,5413160,233049,2020-09-12T00:00:00
82,Display - Google - Sep2020,Display,Google,44,2020-09-21,2020-09-29,14673,12090.47,5413160,233049,2020-09-16T00:00:00
83,Display - Google - Sep2020,Display,Google,26,2020-09-21,2020-09-29,14673,12090.47,5413160,233049,2020-09-09T00:00:00
84,Email - Facebook - Dec2020,Email,Facebook,5,2020-12-29,2021-02-27,205,164.86,24108,946,2020-12-15T00:00:00
85,Video - Facebook - May2024,Video,Facebook,12,2024-05-22,2024-06-28,60725,56265.64,7941643,482156,2024-05-08T00:00:00
86,Video - Facebook - May2024,Video,Facebook,54,2024-05-22,2024-06-28,60725,56265.64,7941643,482156,2024-05-11T00:00:00
87,Video - Facebook - May2024,Video,Facebook,7,2024-05-22,2024-06-28,60725,56265.64,7941643,482156,2024-05-11T00:00:00
88,Social Media - LinkedIn - Aug2020,Social Media,LinkedIn,55,2020-08-19,2020-11-02,48559,45253.47,2353301,68181,2020-08-16T00:00:00
89,Social Media - LinkedIn - Aug2020,Social Media,LinkedIn,8,2020-08-19,2020-11-02,48559,45253.47,2353301,68181,2020-08-18T00:00:00
90,Social Media - LinkedIn - Aug2020,Social Media,LinkedIn,34,2020-08-19,2020-11-02,48559,45253.47,2353301,68181,2020-08-14T00:00:00
91,Social Media - LinkedIn - Aug2020,Social Media,LinkedIn,37,2020-08-19,2020-11-02,48559,45253.47,2353301,68181,2020-08-11T00:00:00
92,Email - Twitter - May2020,Email,Twitter,7,2020-05-02,2020-07-13,3650,3824.37,686406,32304,2020-04-23T00:00:00
93,Email - Twitter - May2020,Email,Twitter,28,2020-05-02,2020-07-13,3650,3824.37,686406,32304,2020-04-30T00:00:00
94,Email - Twitter - May2020,Email,Twitter,45,2020-05-02,2020-07-13,3650,3824.37,686406,32304,2020-04-22T00:00:00
95,Email - Twitter - May2020,Email,Twitter,12,2020-05-02,2020-07-13,3650,3824.37,686406,32304,2020-04-18T00:00:00
96,Email - Twitter - May2020,Email,Twitter,53,2020-05-02,2020-07-13,3650,3824.37,686406,32304,2020-04-25T00:00:00
97,Display - Facebook - Aug2024,Display,Facebook,63,2024-08-28,2024-09-05,28241,21878.83,1915565,148703,2024-08-22T00:00:00
98,Display - Facebook - Aug2024,Display,Facebook,25,2024-08-28,2024-09-05,28241,21878.83,1915565,148703,2024-08-15T00:00:00
99,Search - Google - Oct2024,Search,Google,8,2024-10-29,2025-01-24,56351,49114.04,17269612,524523,2024-10-16T00:00:00
100,Search - Twitter - Jul2022,Search,Twitter,31,2022-07-21,2022-09-21,82506,61227.64,11271975,656493,2022-07-08T00:00:00
101,Search - Twitter - Jul2022,Search,Twitter,30,2022-07-21,2022-09-21,82506,61227.64,11271975,656493,2022-07-08T00:00:00
102,Search - Twitter - Jul2022,Search,Twitter,47,2022-07-21,2022-09-21,82506,61227.64,11271975,656493,2022-07-18T00:00:00
103,Search - Twitter - Jul2022,Search,Twitter,53,2022-07-21,2022-09-21,82506,61227.64,11271975,656493,2022-07-09T00:00:00
104,Search - Twitter - Jul2022,Search,Twitter,58,2022-07-21,2022-09-21,82506,61227.64,11271975,656493,2022-07-07T00:00:00
105,Display - TikTok - Aug2023,Display,TikTok,18,2023-08-12,2023-08-19,5573,4595.33,2007500,47236,2023-07-29T00:00:00
106,Display - TikTok - Aug2023,Display,TikTok,51,2023-08-12,2023-08-19,5573,4595.33,2007500,47236,2023-07-31T00:00:00
107,Display - TikTok - Aug2023,Display,TikTok,9,2023-08-12,2023-08-19,5573,4595.33,2007500,47236,2023-08-07T00:00:00
108,Display - TikTok - Aug2023,Display,TikTok,13,2023-08-12,2023-08-19,5573,4595.33,2007500,47236,2023-08-02T00:00:00
109,Display - TikTok - Aug2023,Display,TikTok,5,2023-08-17,2023-10-29,12083,11222.74,4902411,114004,2023-08-15T00:00:00
110,Influencer - Google - Oct2022,Influencer,Google,51,2022-10-04,2022-12-21,48203,50734.55,15781939,527512,2022-09-27T00:00:00
111,Influencer - Google - Oct2022,Influencer,Google,27,2022-10-04,2022-12-21,48203,50734.55,15781939,527512,2022-09-22T00:00:00
112,Search - Twitter - Jul2024,Search,Twitter,62,2024-07-19,2024-09-23,87749,78031.29,24089627,1807602,2024-07-15T00:00:00
113,Search - Twitter - Jul2024,Search,Twitter,23,2024-07-19,2024-09-23,87749,78031.29,24089627,1807602,2024-07-11T00:00:00
114,Search - Twitter - Jul2024,Search,Twitter,21,2024-07-19,2024-09-23,87749,78031.29,24089627,1807602,2024-07-07T00:00:00
115,Search - Twitter - Jul2024,Search,Twitter,11,2024-07-19,2024-09-23,87749,78031.29,24089627,1807602,2024-07-13T00:00:00
116,Email - YouTube - Jun2020,Email,YouTube,13,2020-06-07,2020-07-17,7235,7088.54,2987014,201039,2020-05-27T00:00:00
117,Email - YouTube - Jun2020,Email,YouTube,41,2020-06-07,2020-07-17,7235,7088.54,2987014,201039,2020-05-31T00:00:00
118,Email - LinkedIn - Dec2022,Email,LinkedIn,9,2022-12-20,2023-01-14,9861,8923.92,1687980,21563,2022-12-12T00:00:00
119,Search - TikTok - Nov2024,Search,TikTok,22,2024-11-04,2024-11-17,78346,78829.52,9106868,522012,2024-10-24T00:00:00
120,Search - TikTok - Nov2024,Search,TikTok,14,2024-11-04,2024-11-17,78346,78829.52,9106868,522012,2024-11-01T00:00:00
121,Search - TikTok - Nov2024,Search,TikTok,37,2024-11-04,2024-11-17,78346,78829.52,9106868,522012,2024-10-23T00:00:00
122,Search - TikTok - Nov2024,Search,TikTok,30,2024-11-04,2024-11-17,78346,78829.52,9106868,522012,2024-11-03T00:00:00
123,Search - TikTok - Nov2024,Search,TikTok,40,2024-11-04,2024-11-17,78346,78829.52,9106868,522012,2024-11-01T00:00:00
124,Search - TikTok - Jan2022,Search,TikTok,10,2022-01-13,2022-04-06,94086,75885.85,5051350,311111,2021-12-31T00:00:00
125,Search - TikTok - Jan2022,Search,TikTok,22,2022-01-13,2022-04-06,94086,75885.85,5051350,311111,2022-01-04T00:00:00
126,Search - TikTok - Jan2022,Search,TikTok,1,2022-01-13,2022-04-06,94086,75885.85,5051350,311111,2021-12-31T00:00:00
127,Search - TikTok - Jan2022,Search,TikTok,17,2022-01-13,2022-04-06,94086,75885.85,5051350,311111,2022-01-05T00:00:00
128,Social Media - LinkedIn - Sep2021,Social Media,LinkedIn,37,2021-09-28,2021-11-02,47053,54976.78,10904780,554763,2021-09-24T00:00:00
129,Social Media - LinkedIn - Sep2021,Social Media,LinkedIn,56,2021-09-28,2021-11-02,47053,54976.78,10904780,554763,2021-09-23T00:00:00
130,Search - YouTube - Dec2023,Search,YouTube,44,2023-12-26,2024-02-06,64899,60254.88,16044407,652330,2023-12-21T00:00:00
131,Search - YouTube - Dec2023,Search,YouTube,4,2023-12-26,2024-02-06,64899,60254.88,16044407,652330,2023-12-23T00:00:00
132,Email - Instagram - Sep2022,Email,Instagram,9,2022-09-22,2022-12-09,6694,5451.88,474412,37313,2022-09-11T00:00:00
133,Email - Instagram - Sep2022,Email,Instagram,13,2022-09-22,2022-12-09,6694,5451.88,474412,37313,2022-09-14T00:00:00
134,Email - Instagram - Sep2022,Email,Instagram,26,2022-09-22,2022-12-09,6694,5451.88,474412,37313,2022-09-12T00:00:00
135,Email - Instagram - Sep2022,Email,Instagram,28,2022-09-22,2022-12-09,6694,5451.88,474412,37313,2022-09-09T00:00:00
136,Display - Google - Mar2022,Display,Google,39,2022-03-17,2022-05-04,20511,21030.1,7057368,320393,2022-03-16T00:00:00
137,Display - Google - Mar2022,Display,Google,57,2022-03-17,2022-05-04,20511,21030.1,7057368,320393,2022-03-10T00:00:00
138,Display - Instagram - Feb2022,Display,Instagram,36,2022-02-17,2022-04-27,22016,16943.59,4073220,267411,2022-02-06T00:00:00
139,Display - Instagram - Feb2022,Display,Instagram,44,2022-02-17,2022-04-27,22016,16943.59,4073220,267411,2022-02-07T00:00:00
140,Display - Instagram - Feb2022,Display,Instagram,29,2022-02-17,2022-04-27,22016,16943.59,4073220,267411,2022-02-05T00:00:00
141,Display - Instagram - Feb2022,Display,Instagram,22,2022-02-17,2022-04-27,22016,16943.59,4073220,267411,2022-02-06T00:00:00
142,Search - Twitter - Aug2021,Search,Twitter,32,2021-08-24,2021-10-26,76959,70079.14,4502378,327292,2021-08-21T00:00:00
143,Search - Twitter - Aug2021,Search,Twitter,11,2021-08-24,2021-10-26,76959,70079.14,4502378,327292,2021-08-20T00:00:00
144,Search - Twitter - Aug2021,Search,Twitter,24,2021-08-24,2021-10-26,76959,70079.14,4502378,327292,2021-08-13T00:00:00
145,Search - Twitter - Aug2021,Search,Twitter,8,2021-08-24,2021-10-26,76959,70079.14,4502378,327292,2021-08-16T00:00:00
146,Search - LinkedIn - Jul2024,Search,LinkedIn,2,2024-07-03,2024-08-31,71383,61818.02,24140339,404378,2024-06-25T00:00:00
147,Search - LinkedIn - Jul2024,Search,LinkedIn,59,2024-07-03,2024-08-31,71383,61818.02,24140339,404378,2024-06-29T00:00:00
148,Search - LinkedIn - Jul2024,Search,LinkedIn,56,2024-07-03,2024-08-31,71383,61818.02,24140339,404378,2024-06-29T00:00:00
149,Search - LinkedIn - Jul2024,Search,LinkedIn,48,2024-07-03,2024-08-31,71383,61818.02,24140339,404378,2024-06-29T00:00:00
150,Search - LinkedIn - Jul2024,Search,LinkedIn,30,2024-07-03,2024-08-31,71383,61818.02,24140339,404378,2024-06-30T00:00:00
151,Email - TikTok - Sep2023,Email,TikTok,6,2023-09-05,2023-10-31,7096,7624.7,1525562,24319,2023-08-30T00:00:00
152,Email - TikTok - Sep2023,Email,TikTok,40,2023-09-05,2023-10-31,7096,7624.7,1525562,24319,2023-08-26T00:00:00
153,Email - TikTok - Sep2023,Email,TikTok,8,2023-09-05,2023-10-31,7096,7624.7,1525562,24319,2023-08-23T00:00:00
154,Display - Google - Oct2021,Display,Google,5,2021-10-30,2021-11-21,5674,6188.54,713688,26419,2021-10-22T00:00:00
155,Display - Google - Oct2021,Display,Google,18,2021-10-30,2021-11-21,5674,6188.54,713688,26419,2021-10-25T00:00:00
156,Video - TikTok - Jul2022,Video,TikTok,23,2022-07-24,2022-08-16,55719,57130.73,22204062,1715304,2022-07-18T00:00:00
157,Video - TikTok - Jul2022,Video,TikTok,4,2022-07-24,2022-08-16,55719,57130.73,22204062,1715304,2022-07-22T00:00:00
158,Search - YouTube - Nov2024,Search,YouTube,12,2024-11-06,2025-01-13,63417,,22335997,1380769,2024-10-27T00:00:00
159,Search - YouTube - Nov2024,Search,YouTube,27,2024-11-06,2025-01-13,63417,,22335997,1380769,2024-10-28T00:00:00
160,Search - YouTube - Nov2024,Search,YouTube,2,2024-11-06,2025-01-13,63417,,22335997,1380769,2024-10-30T00:00:00
161,Email - LinkedIn - May2024,Email,LinkedIn,2,2024-05-02,2024-06-12,6776,6835.87,1260186,58150,2024-04-24T00:00:00
162,Email - LinkedIn - May2024,Email,LinkedIn,56,2024-05-02,2024-06-12,6776,6835.87,1260186,58150,2024-04-21T00:00:00
163,Email - LinkedIn - May2024,Email,LinkedIn,8,2024-05-02,2024-06-12,6776,6835.87,1260186,58150,2024-04-23T00:00:00
164,Email - LinkedIn - May2024,Email,LinkedIn,30,2024-05-02,2024-06-12,6776,6835.87,1260186,58150,2024-04-27T00:00:00
165,Email - LinkedIn - May2024,Email,LinkedIn,37,2024-05-02,2024-06-12,6776,6835.87,1260186,58150,2024-04-27T00:00:00
166,Social Media - Facebook - Jun2021,Social Media,Facebook,54,2021-06-16,2021-08-05,43288,39600.93,17998250,672051,2021-06-10T00:00:00
167,Social Media - Facebook - Jun2021,Social Media,Facebook,15,2021-06-16,2021-08-05,43288,39600.93,17998250,672051,2021-06-04T00:00:00
168,Video - Instagram - Feb2022,Video,Instagram,36,2022-02-09,2022-04-26,87100,77957.14,30947394,1677751,2022-01-31T00:00:00
169,Video - Instagram - Feb2022,Video,Instagram,52,2022-02-09,2022-04-26,87100,77957.14,30947394,1677751,2022-02-05T00:00:00
170,Video - Instagram - Feb2022,Video,Instagram,27,2022-02-09,2022-04-26,87100,77957.14,30947394,1677751,2022-01-28T00:00:00
171,Video - Instagram - Feb2022,Video,Instagram,39,2022-02-09,2022-04-26,87100,77957.14,30947394,1677751,2022-01-28T00:00:00
172,Video - Instagram - Feb2022,Video,Instagram,14,2022-02-09,2022-04-26,87100,77957.14,30947394,1677751,2022-01-31T00:00:00
173,Influencer - LinkedIn - Jul2024,Influencer,LinkedIn,17,2024-07-10,2024-09-26,37650,40720.69,-2725354,179360,2024-07-08T00:00:00
174,Influencer - LinkedIn - Jul2024,Influencer,LinkedIn,45,2024-07-10,2024-09-26,37650,40720.69,-2725354,179360,2024-06-27T00:00:00
175,Influencer - LinkedIn - Jul2024,Influencer,LinkedIn,7,2024-07-10,2024-09-26,37650,40720.69,-2725354,179360,2024-07-08T00:00:00
176,Influencer - LinkedIn - Jul2024,Influencer,LinkedIn,41,2024-07-10,2024-09-26,37650,40720.69,-2725354,179360,2024-07-07T00:00:00
177,Display - YouTube - Jun2024,Display,YouTube,32,2024-06-23,2024-07-29,21468,23865.71,8084789,317837,2024-06-19T00:00:00
178,Display - YouTube - Jun2024,Display,YouTube,11,2024-06-23,2024-07-29,21468,23865.71,8084789,317837,2024-06-22T00:00:00
179,Display - YouTube - Jun2024,Display,YouTube,61,2024-06-23,2024-07-29,21468,23865.71,8084789,317837,2024-06-18T00:00:00
180,Display - YouTube - Nov2024,Display,YouTube,5,2024-11-18,2025-02-08,3949,4319.09,856601,16331,2024-11-14T00:00:00
181,Display - YouTube - Nov2024,Display,YouTube,52,2024-11-18,2025-02-08,3949,4319.09,856601,16331,2024-11-08T00:00:00
182,Display - YouTube - Nov2024,Display,YouTube,16,2024-11-18,2025-02-08,3949,4319.09,856601,16331,2024-11-04T00:00:00
183,Display - YouTube - Nov2024,Display,YouTube,55,2024-11-18,2025-02-08,3949,4319.09,856601,16331,2024-11-16T00:00:00
184,Display - YouTube - Nov2024,Display,YouTube,22,2024-11-18,2025-02-08,3949,4319.09,856601,16331,2024-11-09T00:00:00
185,Email - Facebook - May2021,Email,Facebook,12,2021-05-19,2021-07-02,3092,3065.12,1147543,89439,2021-05-16T00:00:00
186,Email - Facebook - May2021,Email,Facebook,37,2021-05-19,2021-07-02,3092,3065.12,1147543,89439,2021-05-08T00:00:00
187,Video - Instagram - Jun2024,Video,Instagram,63,2024-06-07,2024-06-22,65979,75561.18,24554675,974835,2024-05-31T00:00:00
188,Video - Instagram - Jun2024,Video,Instagram,61,2024-06-07,2024-06-22,65979,75561.18,24554675,974835,2024-06-05T00:00:00
189,Email - Google - Oct2023,Email,Google,55,2023-10-29,2023-12-22,8614,7382.0,3339898,203786,2023-10-27T00:00:00
190,Email - Google - Oct2023,Email,Google,7,2023-10-29,2023-12-22,8614,7382.0,3339898,203786,2023-10-23T00:00:00
191,Email - Google - Oct2023,Email,Google,37,2023-10-29,2023-12-22,8614,7382.0,3339898,203786,2023-10-16T00:00:00
192,Social Media - YouTube - Nov2023,Social Media,YouTube,63,2023-11-22,2024-01-25,33490,33984.98,3183873,6367746,2023-11-20T00:00:00
193,Social Media - YouTube - Nov2023,Social Media,YouTube,64,2023-11-22,2024-01-25,33490,33984.98,3183873,6367746,2023-11-08T00:00:00
194,Social Media - YouTube - Nov2023,Social Media,YouTube,5,2023-11-22,2024-01-25,33490,33984.98,3183873,6367746,2023-11-18T00:00:00
195,Social Media - Google - Jul2021,Social Media,Google,41,2021-07-24,2021-08-05,32520,,7039347,111977,2021-07-17T00:00:00
196,Display - Facebook - May2024,Display,Facebook,6,2024-05-11,2024-07-15,22960,25027.34,3823515,137636,2024-04-28T00:00:00
197,Display - Facebook - May2024,Display,Facebook,16,2024-05-11,2024-07-15,22960,25027.34,3823515,137636,2024-05-07T00:00:00
198,Display - Facebook - May2024,Display,Facebook,33,2024-05-11,2024-07-15,22960,25027.34,3823515,137636,2024-04-30T00:00:00
199,Social Media - TikTok - Sep2023,Social Media,TikTok,29,2023-09-20,2023-11-13,7641,7224.54,766407,44389,2023-09-07T00:00:00
200,Social Media - YouTube - Jun2020,Social Media,YouTube,49,2020-06-01,2020-08-03,5915,4995.79,400465,13180,2020-05-21T00:00:00
201,Email - Twitter - Sep2023,Email,Twitter,5,2023-09-04,2023-11-09,7698,,2705406,107528,2023-08-30T00:00:00
202,Video - Instagram - May2022,Video,Instagram,15,2022-05-01,2022-05-21,80098,79282.95,38292662,828540,2022-04-28T00:00:00
203,Video - Instagram - May2022,Video,Instagram,50,2022-05-01,2022-05-21,80098,79282.95,38292662,828540,2022-04-25T00:00:00
