event_id,event_time,user_id,session_id,page_type,product_id,campaign_id,device,browser,session_duration_seconds
130,2024-04-13T19:07:40,1331,session_99898,cart,,,tablet,Samsung Internet,1277
131,2020-06-07T09:56:03,,session_84184,checkout,,,tablet,Edge,1597
132,2022-08-05T13:10:07,,session_27874,product_detail,50,421,tablet,Edge,100
133,2020-10-04T09:45:05,,session_81579,account,,,tablet,Edge,906
134,2023-09-29T05:58:54,,session_71040,search,,,mobile,Firefox,761
135,2021-02-01T17:20:50,,session_23765,checkout,,,desktop,Safari,1352
136,2021-11-09T02:51:18,,session_37133,cart,,,tablet,Samsung Internet,1183
137,2024-04-12T02:54:00,267,session_3059,account,,,desktop,Firefox,1103
138,2020-08-31T20:49:31,,session_96405,home,,,mobile,Firefox,697
139,2023-10-26T12:11:57,,session_93646,search,,,tablet,Firefox,527
140,2024-10-27T01:20:47,1816,session_34101,checkout,,,tablet,Safari,1206
141,2022-12-24T03:46:27,,session_51459,search,,,tablet,Samsung Internet,1328
142,2021-06-07T19:24:04,,session_62690,account,,,mobile,Safari,376
143,2023-02-28T11:02:50,3922,session_61021,cart,,,desktop,Chrome,570
144,2023-03-02T09:57:20,17,session_10348,category,,,tablet,Edge,194
145,2020-09-24T20:39:27,,session_23969,cart,,,mobile,Edge,-1075
146,2020-07-30T15:16:26,,session_92242,account,,,mobile,Samsung Internet,1547
147,2024-08-20T05:35:59,1900,session_83879,home,,,desktop,Samsung Internet,1336
148,2023-02-07T23:24:19,3814,session_55770,account,,,desktop,Safari,1094
149,2023-08-14T20:02:56,,session_97637,account,,,desktop,Firefox,499
150,2024-04-25T02:42:02,,session_14930,account,,,mobile,Firefox,1260
151,2024-06-23T10:03:01,3501,session_16512,account,,,tablet,Chrome,1087
152,2023-08-04T21:31:35,,session_39307,cart,,,,,1084
153,2023-03-29T12:12:23,2667,session_86835,home,,,tablet,Firefox,1619
154,2020-02-03T05:43:09,,session_34647,product_detail,22,,tablet,Chrome,340
155,2021-06-20T23:38:47,,session_92451,product_detail,55,,mobile,Samsung Internet,1266
156,2020-05-18T11:14:22,,session_2080,category,,,mobile,Samsung Internet,985
157,2023-03-23T20:17:30,,session_70132,product_detail,40,264,,,455
158,2024-08-23T06:38:21,2036,session_26778,checkout,,,tablet,Samsung Internet,1469
159,2020-08-18T17:19:59,,session_152,checkout,,,mobile,Samsung Internet,772
160,2024-07-12T20:14:44,4141,session_17584,checkout,,,desktop,Chrome,1794
161,2020-03-02T20:49:44,,session_67096,search,,,,,215
162,2023-10-31T13:51:39,1741,session_5573,cart,,,mobile,Chrome,853
163,2030-01-01T00:00:00,,session_91315,search,,,desktop,Safari,817
164,2024-05-24T09:36:42,2211,session_99637,cart,,,mobile,Samsung Internet,1270
165,2021-06-09T05:45:17,1017,session_34693,cart,,,tablet,Samsung Internet,911
166,2024-03-16T06:54:05,,session_3772,cart,,,mobile,Safari,1736
167,2021-08-24T21:56:46,,session_69065,cart,,,mobile,Chrome,1168
168,2020-12-13T03:40:58,,session_63888,cart,,,tablet,Chrome,488
169,2021-04-20T01:27:25,,session_80057,checkout,,,desktop,Chrome,326
170,2030-01-01T00:00:00,,session_2401,home,,,desktop,Edge,1498
171,2020-02-03T13:32:52,,session_64213,category,,,mobile,Chrome,216
172,2022-01-09T12:00:49,3684,session_34145,cart,,,desktop,Chrome,1389
173,2022-02-10T09:27:39,1658,session_83347,category,,,mobile,Chrome,952
174,2021-08-22T11:46:38,,session_56759,account,,,mobile,Chrome,558
175,2021-01-01T03:14:53,,session_27855,product_detail,14,,tablet,Safari,933
176,2020-11-14T08:50:49,,session_32161,product_detail,49,878,tablet,Edge,1286
177,2020-10-18T00:41:12,,session_42813,cart,,,desktop,Chrome,370
178,2024-01-05T01:55:59,3994,session_61357,product_detail,60,462,mobile,Edge,191
179,2020-07-12T12:51:09,,session_60116,product_detail,28,,mobile,Firefox,878
180,2021-03-18T11:13:56,,session_97322,checkout,,,mobile,Chrome,254
181,2020-11-24T09:57:14,,session_66478,search,,,desktop,Firefox,769
182,2021-12-13T10:27:38,3146,session_54651,search,,,tablet,Safari,-753
183,2022-11-26T14:45:12,,session_1111,checkout,,,desktop,Samsung Internet,1722
184,2022-03-16T23:18:26,4194,session_8704,account,,,tablet,Edge,600
185,2022-09-13T15:02:25,1503,session_12200,product_detail,39,,tablet,Chrome,695
186,2024-10-20T08:21:50,3175,session_13399,checkout,,,desktop,Samsung Internet,1083
187,2020-07-15T15:50:29,,session_37121,product_detail,8,,desktop,Chrome,975
188,2021-10-10T16:10:49,,session_98306,search,,,tablet,Firefox,320
189,2023-02-25T07:19:22,2700,session_32001,category,,,desktop,Safari,60
190,2021-07-31T06:26:05,,session_9516,account,,,tablet,Safari,1619
191,2030-01-01T00:00:00,3093,session_43452,category,,,tablet,Firefox,1271
192,2023-07-08T02:13:23,,session_91530,account,,,desktop,Firefox,96
193,2023-05-05T03:04:51,2687,session_83005,product_detail,57,,mobile,Chrome,1423
194,2021-10-17T15:22:36,,session_63962,cart,,,desktop,Samsung Internet,1742
195,2023-06-21T07:46:08,2357,session_31211,home,,,tablet,Safari,1730
196,2022-03-06T00:40:28,1988,session_18628,checkout,,,mobile,Safari,1736
197,2020-04-24T11:56:02,,session_4449,home,,,desktop,Safari,596
198,2023-07-06T11:13:59,4242,session_18179,account,,,mobile,Firefox,1170
199,2022-09-28T14:06:53,,session_64528,category,,,tablet,Samsung Internet,307
200,2022-07-06T23:48:22,,session_85239,account,,,mobile,Samsung Internet,289
201,2022-03-02T22:48:55,,session_99416,product_detail,16,,mobile,Chrome,-939
202,2023-09-21T00:57:15,2034,session_50966,home,,,mobile,Safari,972
203,2023-10-17T08:37:36,866,session_82251,search,,,mobile,Edge,516
204,2021-12-23T11:51:37,,session_52170,search,,,tablet,Firefox,524
205,2021-01-11T14:20:12,3522,session_77392,search,,,desktop,Edge,1625
206,2020-08-19T16:10:24,,session_5294,checkout,,,tablet,Firefox,478
207,2023-05-09T13:57:42,,session_58451,checkout,,,tablet,Safari,893
208,2023-04-12T19:11:42,,session_33838,checkout,,,desktop,Samsung Internet,729
209,2024-01-26T09:27:49,2223,session_19325,cart,,,mobile,Firefox,272
210,2030-01-01T00:00:00,,session_64507,product_detail,51,,desktop,Chrome,960
211,2020-12-08T17:23:01,,session_94413,search,,,tablet,Firefox,175
212,2020-08-30T18:42:46,,session_38611,account,,,mobile,Samsung Internet,232
213,2022-07-15T20:13:11,,session_19035,account,,,,,131
214,2023-05-06T16:35:49,,session_92464,checkout,,,desktop,Edge,1690
215,2024-09-22T12:13:59,4095,session_58355,account,,,mobile,Chrome,817
216,2024-02-07T06:34:36,1878,session_7678,home,,,desktop,Chrome,402
217,2020-04-10T06:32:40,,session_9465,cart,,,desktop,Safari,1054
218,2023-09-25T18:24:50,4873,session_40997,search,,,desktop,Safari,1338
219,2023-07-26T19:46:00,4271,session_34809,account,,,mobile,Samsung Internet,1443
220,2024-10-29T16:08:15,3094,session_71160,account,,,desktop,Firefox,1110
221,2023-10-03T20:39:33,,session_91467,cart,,,desktop,Edge,1324
222,2020-06-04T04:06:28,,session_87834,checkout,,,tablet,Chrome,774
223,2023-10-31T22:07:02,,session_59010,account,,,desktop,Chrome,1458
224,2020-07-16T02:07:27,,session_56663,home,,,mobile,Chrome,365
225,2023-01-29T00:11:05,,session_68338,home,,,desktop,Samsung Internet,90
226,2022-12-20T17:14:51,3578,session_64668,search,,,mobile,Samsung Internet,1545
227,2020-06-10T18:52:32,,session_23327,checkout,,,desktop,Safari,1690
228,2023-03-11T15:52:44,,session_26437,cart,,,tablet,Samsung Internet,1630
229,2022-10-27T15:01:02,,session_15165,search,,,mobile,Firefox,1053
230,2020-06-08T22:57:56,,session_46344,search,,,desktop,Firefox,121
231,2024-06-08T01:54:23,3361,session_71315,home,,,desktop,Firefox,191
232,2022-06-18T11:47:01,2825,session_63302,product_detail,51,,tablet,Firefox,612
233,2021-11-07T01:30:36,,session_49588,account,,,tablet,Edge,493
234,2020-02-01T01:41:12,,session_12725,product_detail,20,,desktop,Firefox,875
235,2020-08-09T05:02:09,,session_383,cart,,,tablet,Samsung Internet,1195
236,2022-06-01T08:12:45,,session_62379,account,,,mobile,Chrome,587
237,2021-03-19T01:00:51,3182,session_8567,home,,,tablet,Edge,1683
238,2030-01-01T00:00:00,109,session_89199,home,,,tablet,Chrome,839
239,2024-11-15T18:03:42,1477,session_36939,category,,,desktop,Samsung Internet,960
240,2024-05-22T22:06:12,2369,session_54460,checkout,,,tablet,Safari,1701
241,2020-10-24T06:54:12,,session_70423,product_detail,4,,tablet,Samsung Internet,270
242,2021-02-05T08:25:51,,session_78047,product_detail,36,,tablet,Safari,1510
243,2021-11-28T05:03:49,,session_51021,category,,,mobile,Chrome,367
244,2020-03-07T02:03:53,,session_24075,account,,,mobile,Firefox,795
245,2022-09-28T14:43:04,,session_91449,search,,,desktop,Chrome,900
246,2021-11-08T09:01:13,2238,session_8432,account,,,mobile,Samsung Internet,1132
247,2022-12-26T19:44:27,,session_27288,search,,,tablet,Safari,1282
248,2022-02-16T08:08:56,,session_66456,search,,,mobile,Firefox,335
249,2021-05-07T13:15:06,,session_20060,cart,,,tablet,Chrome,1095
250,2023-09-24T22:16:10,4467,session_11512,category,,,desktop,Safari,1666
251,2023-10-13T23:16:50,498,session_66945,cart,,,mobile,Samsung Internet,159
252,2020-03-31T20:10:45,,session_85908,home,,,desktop,Samsung Internet,1002
253,2023-06-07T03:36:24,3577,session_37440,search,,,desktop,Firefox,958
254,2023-08-13T00:13:14,,session_36516,checkout,,,desktop,Samsung Internet,1257
255,2023-05-04T06:40:06,,session_40502,category,,,tablet,Edge,719
256,2024-01-23T01:56:31,4728,session_8044,category,,,mobile,Edge,906
257,2020-06-12T18:26:45,,session_26697,search,,,desktop,Samsung Internet,359
258,2020-04-30T00:00:22,,session_13371,account,,,mobile,Safari,1506
259,2022-05-30T06:55:26,,session_61986,account,,,mobile,Safari,1748
260,2024-01-13T15:01:22,3889,session_30227,category,,,desktop,Chrome,1770
261,2021-05-01T04:26:42,3609,session_93332,home,,,desktop,Chrome,1377
262,2020-10-03T09:55:11,,session_324,cart,,,desktop,Chrome,1651
263,2020-11-16T18:38:09,,session_80905,account,,,mobile,Samsung Internet,1536
264,2022-09-14T00:00:30,,session_80288,cart,,,tablet,Edge,968
265,2021-10-07T16:09:31,1522,session_52179,account,,,tablet,Samsung Internet,1661
266,2030-01-01T00:00:00,1917,session_79198,category,,,desktop,Samsung Internet,1669
267,2021-11-23T08:23:44,,session_36463,product_detail,23,,mobile,Samsung Internet,748
268,2024-12-01T07:04:27,1802,session_78177,cart,,,mobile,Samsung Internet,464
269,2024-01-07T10:25:10,3471,session_34277,category,,,tablet,Edge,1375
270,2021-05-24T00:25:26,,session_68465,account,,,mobile,Chrome,1250
271,2020-01-28T23:26:27,,session_23093,category,,,tablet,Chrome,180
272,2020-05-27T01:54:47,,session_23445,checkout,,,tablet,Edge,274
273,2024-06-29T20:52:35,2360,session_58090,checkout,,,desktop,Safari,516
274,2024-03-14T01:42:30,,session_56398,account,,,tablet,Safari,1308
275,2022-07-27T21:37:32,3577,session_34129,home,,,mobile,Samsung Internet,856
276,2021-10-03T17:28:20,,session_23400,home,,,mobile,Chrome,-731
277,2024-02-13T21:24:29,,session_44836,checkout,,,desktop,Edge,1775
278,2024-11-11T11:31:38,3233,session_47500,search,,,mobile,Chrome,860
279,2021-01-05T20:17:35,,session_69555,product_detail,17,545,tablet,Samsung Internet,596
280,2024-09-05T03:41:44,1035,session_58246,search,,,desktop,Firefox,489
281,2023-12-16T16:23:28,,session_71510,category,,,tablet,Edge,523
282,2022-05-14T13:03:02,3775,session_47721,checkout,,,,,69
283,2023-02-11T05:58:50,,session_42637,search,,,desktop,Edge,1245
284,2022-03-27T23:07:17,,session_71759,cart,,,tablet,Samsung Internet,221
285,2020-04-17T22:52:55,,session_26522,product_detail,9,,desktop,Safari,1544
286,2023-05-31T14:14:12,2765,session_84174,category,,,mobile,Safari,1466
287,2020-07-08T23:25:58,,session_81657,account,,,desktop,Firefox,917
288,2024-07-27T01:23:38,,session_46449,search,,,tablet,Safari,949
289,2020-12-05T19:34:04,,session_62516,home,,,mobile,Edge,1112
290,2023-10-25T17:20:09,,session_61914,product_detail,35,,mobile,Chrome,1721
291,2020-07-09T07:11:41,,session_8511,checkout,,,desktop,Safari,-361
292,2022-11-10T07:02:39,,session_76900,checkout,,,mobile,Safari,960
293,2024-08-30T10:54:08,3423,session_21533,cart,,,mobile,Chrome,858
294,2023-01-17T17:45:35,,session_42758,cart,,,mobile,Samsung Internet,491
295,2024-03-18T05:59:56,,session_64156,cart,,,mobile,Edge,1798
296,2024-06-01T20:37:38,942,session_36467,search,,,tablet,Safari,878
297,2023-11-09T18:37:48,,session_8165,home,,,mobile,Firefox,64
298,2021-01-09T16:05:41,,session_24109,search,,,tablet,Samsung Internet,947
299,2020-05-27T23:01:02,,session_89437,checkout,,,tablet,Samsung Internet,1427
300,2022-12-19T09:34:14,1712,session_36615,home,,,desktop,Safari,381
301,2024-04-10T15:40:57,1811,session_3973,category,,,mobile,Chrome,1404
302,2024-07-26T20:38:10,,session_48235,checkout,,,mobile,Chrome,1555
303,2021-07-24T21:42:51,4916,session_37553,search,,,desktop,Firefox,553
304,2020-07-04T18:54:28,,session_75407,account,,,desktop,Samsung Internet,691
305,2021-09-07T23:02:41,,session_40983,search,,,tablet,Safari,839
306,2021-01-03T20:29:09,,session_36946,product_detail,57,,desktop,Chrome,708
307,2022-09-06T01:42:26,4937,session_57653,cart,,,mobile,Samsung Internet,151
308,2021-11-18T10:55:17,,session_13475,home,,,tablet,Safari,848
309,2022-02-19T11:21:49,,session_58667,search,,,tablet,Edge,1516
310,2020-01-12T09:11:41,,session_12423,search,,,desktop,Firefox,938
311,2023-11-16T20:29:33,,session_15823,cart,,,tablet,Edge,1396
312,2021-11-01T01:50:14,968,session_83941,cart,,,mobile,Chrome,984
313,2020-06-30T09:55:28,,session_85742,category,,,tablet,Firefox,1586
314,2021-11-04T01:07:08,,session_83221,search,,,mobile,Edge,222
315,2022-05-07T19:41:23,464,session_98995,account,,,mobile,Edge,63
316,2021-02-05T08:15:50,,session_75841,category,,,tablet,Firefox,1762
317,2022-04-27T14:58:35,,session_41485,product_detail,22,,tablet,Firefox,1300
318,2021-06-24T06:08:27,2942,session_58996,home,,,desktop,Edge,910
319,2023-07-02T06:38:15,,session_67239,search,,,,,1503
320,2021-03-25T11:09:10,,session_52208,search,,,desktop,Edge,1783
321,2023-11-06T22:58:31,456,session_72389,search,,,mobile,Samsung Internet,1394
322,2022-10-01T08:06:50,,session_30588,category,,,desktop,Samsung Internet,1707
323,2024-04-14T15:10:07,260,session_25819,home,,,tablet,Chrome,1381
324,2020-10-22T11:41:09,,session_55772,account,,,mobile,Samsung Internet,600
325,2023-05-17T11:24:40,419,session_26088,account,,,tablet,Safari,669
326,2021-11-16T17:42:59,,session_27926,account,,,desktop,Firefox,553
327,2020-03-11T12:10:46,,session_52405,category,,,tablet,Firefox,1552
328,2021-01-28T10:29:32,,session_80449,home,,,mobile,Chrome,1280
329,2021-01-16T07:54:37,4249,session_76993,product_detail,51,59,tablet,Firefox,691
330,2023-10-23T14:11:47,4619,session_26324,category,,,desktop,Chrome,188
331,2020-03-29T05:28:03,,session_79813,checkout,,,tablet,Chrome,1079
332,2023-09-19T16:48:21,,session_11963,category,,,desktop,Safari,897
333,2023-04-21T15:20:33,,session_83436,home,,,mobile,Firefox,557
334,2024-10-14T17:40:54,2586,session_25570,checkout,,,mobile,Samsung Internet,433
335,2021-07-24T12:50:27,,session_94789,product_detail,15,,mobile,Samsung Internet,354
336,2022-12-15T04:24:43,,session_85282,category,,,tablet,Samsung Internet,1652
337,2022-05-13T15:21:18,,session_78115,checkout,,,mobile,Firefox,867
338,2021-09-25T10:58:11,,session_80111,category,,,mobile,Firefox,427
339,2022-04-22T02:35:33,,session_79085,account,,,,,1522
340,2024-02-19T07:39:55,4430,session_31174,search,,,tablet,Samsung Internet,1037
341,2020-04-06T02:03:19,,session_17983,product_detail,57,,mobile,Edge,1745
342,2022-01-21T00:54:30,,session_70609,search,,,tablet,Chrome,83
343,2021-07-13T18:48:17,,session_34411,checkout,,,mobile,Edge,1296
344,2023-08-20T20:26:07,3455,session_28908,category,,,desktop,Firefox,1499
345,2022-07-13T02:34:58,,session_52162,home,,,tablet,Chrome,720
346,2023-10-21T12:27:46,,session_69859,account,,,mobile,Firefox,911
347,2022-01-25T17:21:08,,session_51993,search,,,mobile,Chrome,1513
348,2022-12-26T05:39:00,4380,session_98924,category,,,mobile,Firefox,989
349,2024-12-27T18:30:39,3310,session_35111,account,,,desktop,Safari,1335
350,2020-09-17T00:11:17,,session_34054,product_detail,47,1381,mobile,Edge,66
351,2021-02-26T06:11:36,1726,session_72,home,,,desktop,Edge,1402
352,2024-11-19T23:34:45,,session_66502,checkout,,,tablet,Chrome,1355
353,2021-09-01T07:02:07,2727,session_69553,home,,,tablet,Chrome,1518
354,2022-09-23T23:22:14,,session_18120,home,,,tablet,Chrome,760
355,2023-01-05T13:44:48,2425,session_19264,account,,,desktop,Safari,708
356,2023-05-12T19:13:30,3059,session_12616,cart,,,tablet,Chrome,872
357,2024-05-26T12:03:25,1722,session_23113,account,,,mobile,Samsung Internet,908
358,2020-09-24T17:34:53,,session_1755,checkout,,,mobile,Chrome,532
359,2023-07-04T10:19:20,,session_28659,cart,,,tablet,Samsung Internet,962
360,2024-04-09T03:52:58,1547,session_75223,checkout,,,desktop,Firefox,1314
361,2022-11-19T04:49:05,4501,session_48990,search,,,desktop,Chrome,1428
362,2023-10-14T12:21:02,,session_85591,product_detail,60,,desktop,Safari,1301
363,2024-03-13T00:58:44,,session_50376,cart,,,mobile,Chrome,238
